"zip","latitude","longitude"
"19075",40.11,-75.18
"19076",39.88,-75.30
"19078",39.87,-75.32
"19079",39.90,-75.26
"19080",40.04,-75.35
"19081",39.89,-75.34
"19082",39.95,-75.26
"19083",39.97,-75.31
"19085",40.03,-75.34
"19086",39.88,-75.37
"19087",40.06,-75.39
"19088",39.93,-75.40
"19089",40.04,-75.35
"19090",40.15,-75.12
"19091",39.93,-75.40
"19092",40.00,-75.11
"19093",40.00,-75.11
"19094",39.87,-75.34
"19095",40.08,-75.15
"19096",40.00,-75.27
"19098",39.89,-75.31
"19099",40.00,-75.11
"19101",40.00,-75.11
"19102",39.94,-75.16
"19103",39.95,-75.17
"19104",39.95,-75.20
"19105",40.00,-75.11
"19106",39.94,-75.14
"19107",39.94,-75.15
"19108",39.95,-75.16
"19109",39.94,-75.16
"19110",39.95,-75.16
"19111",40.05,-75.08
"19112",39.88,-75.17
"19113",39.86,-75.27
"19114",40.06,-74.99
"19115",40.09,-75.04
"19116",40.11,-75.01
"19117",40.07,-75.12
"19118",40.07,-75.20
"19119",40.05,-75.18
"19120",40.03,-75.12
"19121",39.98,-75.17
"19122",39.97,-75.14
"19123",39.96,-75.15
"19124",40.01,-75.08
"19125",39.97,-75.12
"19126",40.05,-75.13
"19127",40.02,-75.22
"19128",40.04,-75.22
"19129",40.01,-75.18
"19130",39.96,-75.17
"19131",39.98,-75.22
"19132",39.99,-75.16
"19133",39.99,-75.14
"19134",39.99,-75.11
"19135",40.02,-75.05
"19136",40.04,-75.02
"19137",40.00,-75.07
"19138",40.05,-75.15
"19139",39.96,-75.23
"19140",40.01,-75.14
"19141",40.03,-75.14
"19142",39.92,-75.23
"19143",39.94,-75.22
"19144",40.03,-75.17
"19145",39.92,-75.18
"19146",39.93,-75.17
"19147",39.93,-75.15
"19148",39.92,-75.15
"19149",40.03,-75.06
"19150",40.07,-75.17
"19151",39.97,-75.25
"19152",40.06,-75.04
"19153",39.90,-75.24
"19154",40.08,-74.97
"19155",40.00,-75.11
"19160",40.00,-75.11
"19161",40.00,-75.11
"19162",40.00,-75.11
"19170",40.00,-75.11
"19171",40.00,-75.11
"19172",39.94,-75.15
"19173",40.00,-75.11
"19175",39.99,-75.12
"19176",39.95,-75.16
"19177",40.00,-75.11
"19178",40.00,-75.11
"19179",40.00,-75.11
"19181",40.00,-75.11
"19182",40.00,-75.11
"19183",40.00,-75.11
"19184",40.00,-75.11
"19185",40.00,-75.11
"19187",40.00,-75.11
"19188",40.00,-75.11
"19190",39.94,-75.14
"19191",40.00,-75.11
"19192",39.95,-75.16
"19193",40.00,-75.11
"19194",40.00,-75.11
"19195",39.95,-75.16
"19196",40.00,-75.11
"19197",40.00,-75.11
"19244",40.00,-75.11
"19255",40.00,-75.11
"19301",40.04,-75.48
"19310",39.94,-75.97
"19311",39.82,-75.76
"19312",40.04,-75.44
"19316",40.05,-75.83
"19317",39.86,-75.58
"19318",39.85,-75.81
"19319",39.92,-75.52
"19320",39.98,-75.82
"19330",39.87,-75.92
"19331",39.88,-75.51
"19333",40.04,-75.42
"19335",40.01,-75.71
"19339",39.93,-75.40
"19340",39.93,-75.40
"19341",40.04,-75.64
"19342",39.90,-75.50
"19343",40.08,-75.77
"19344",40.08,-75.88
"19345",39.84,-75.71
"19346",39.98,-75.74
"19347",39.98,-75.74
"19348",39.85,-75.70
"19350",39.76,-75.78
"19351",39.98,-75.74
"19352",39.77,-75.88
"19353",40.01,-75.49
"19354",40.05,-75.74
"19355",40.04,-75.53
"19357",39.98,-75.74
"19358",39.96,-75.80
"19360",39.72,-75.78
"19362",39.74,-76.03
"19363",39.78,-75.98
"19365",39.96,-75.92
"19366",39.98,-75.74
"19367",39.97,-75.89
"19369",39.99,-75.89
"19370",39.98,-75.74
"19371",39.98,-75.74
"19372",39.99,-75.75
"19373",39.90,-75.53
"19374",39.87,-75.84
"19375",39.90,-75.75
"19376",39.98,-75.74
"19380",39.98,-75.59
"19381",39.98,-75.74
"19382",39.94,-75.58
"19383",39.94,-75.60
"19388",39.95,-75.60
"19390",39.82,-75.83
"19395",39.93,-75.54
"19397",39.98,-75.74
"19398",39.98,-75.74
"19399",39.98,-75.74
"19401",40.12,-75.33
"19403",40.14,-75.37
"19404",40.21,-75.35
"19405",40.10,-75.34
"19406",40.09,-75.37
"19407",40.21,-75.35
"19408",40.15,-75.41
"19409",40.21,-75.35
"19415",40.15,-75.40
"19420",40.15,-75.45
"19421",39.98,-75.74
"19422",40.15,-75.27
"19423",40.21,-75.36
"19424",40.21,-75.35
"19425",40.09,-75.63
"19426",40.19,-75.43
"19428",40.08,-75.30
"19429",40.21,-75.35
"19430",40.18,-75.42
"19432",40.07,-75.56
"19435",40.32,-75.56
"19436",40.20,-75.25
"19437",40.18,-75.25
"19438",40.26,-75.38
"19440",40.27,-75.29
"19441",40.21,-75.35
"19442",40.14,-75.61
"19443",40.24,-75.34
"19444",40.08,-75.26
"19446",40.23,-75.29
"19450",40.21,-75.35
"19451",40.21,-75.35
"19452",40.21,-75.35
"19453",40.13,-75.49
"19454",40.21,-75.25
"19455",40.21,-75.35
"19456",40.13,-75.45
"19457",40.20,-75.59
"19460",40.12,-75.52
"19462",40.10,-75.27
"19464",40.26,-75.61
"19465",40.19,-75.66
"19468",40.20,-75.53
"19470",40.18,-75.72
"19472",40.34,-75.57
"19473",40.24,-75.46
"19474",40.22,-75.40
"19475",40.17,-75.56
"19477",40.18,-75.23
"19478",40.27,-75.46
"19480",40.09,-75.68
"19481",40.09,-75.45
"19482",40.08,-75.45
"19483",40.21,-75.35
"19484",40.21,-75.35
"19485",40.21,-75.35
"19486",40.20,-75.30
"19487",39.98,-75.74
"19488",39.98,-75.74
"19489",39.98,-75.74
"19490",40.19,-75.35
"19492",40.29,-75.50
"19493",39.98,-75.74
"19494",39.98,-75.74
"19495",39.98,-75.74
"19496",39.98,-75.74
"19501",40.24,-76.05
"19503",40.40,-75.57
"19504",40.38,-75.57
"19505",40.37,-75.62
"19506",40.45,-76.12
"19507",40.48,-76.27
"19508",40.25,-75.83
"19510",40.44,-75.88
"19511",40.48,-75.74
"19512",40.33,-75.66
"19516",40.48,-76.00
"19517",40.40,-75.98
"19518",40.27,-75.73
"19519",40.31,-75.73
"19520",40.15,-75.78
"19522",40.44,-75.81
"19523",40.18,-75.88
"19525",40.30,-75.59
"19526",40.54,-75.98
"19529",40.63,-75.85
"19530",40.52,-75.77
"19533",40.41,-75.99
"19534",40.57,-75.86
"19535",40.33,-75.80
"19536",40.52,-75.74
"19538",40.56,-75.74
"19539",40.49,-75.68
"19540",40.25,-75.98
"19541",40.47,-76.01
"19542",40.26,-75.76
"19543",40.15,-75.89
"19544",40.41,-76.29
"19545",40.33,-75.63
"19547",40.38,-75.77
"19548",40.40,-75.98
"19549",40.58,-76.02
"19550",40.45,-76.24
"19551",40.35,-76.13
"19554",40.50,-76.14
"19555",40.49,-75.96
"19557",40.61,-75.81
"19559",40.49,-76.18
"19560",40.40,-75.90
"19562",40.50,-75.70
"19564",40.52,-75.86
"19565",40.32,-76.09
"19567",40.37,-76.19
"19601",40.34,-75.93
"19602",40.33,-75.91
"19603",40.38,-75.96
"19604",40.35,-75.91
"19605",40.38,-75.93
"19606",40.33,-75.87
"19607",40.29,-75.98
"19608",40.31,-76.03
"19609",40.32,-75.99
"19610",40.33,-75.97
"19611",40.32,-75.94
"19612",40.43,-75.88
"19640",40.40,-75.98
"19701",39.61,-75.67
"19702",39.63,-75.69
"19703",39.80,-75.46
"19706",39.57,-75.59
"19707",39.77,-75.68
"19708",39.57,-75.69
"19709",39.48,-75.68
"19710",39.75,-75.63
"19711",39.70,-75.73
"19712",39.56,-75.59
"19713",39.66,-75.71
"19714",39.56,-75.59
"19715",39.56,-75.59
"19716",39.68,-75.75
"19717",39.56,-75.59
"19718",39.56,-75.59
"19720",39.59,-75.65
"19721",39.56,-75.59
"19725",39.56,-75.59
"19726",39.56,-75.59
"19730",39.45,-75.65
"19731",39.51,-75.58
"19732",39.79,-75.57
"19733",39.55,-75.65
"19734",39.38,-75.68
"19735",39.79,-75.59
"19736",39.79,-75.66
"19801",39.73,-75.54
"19802",39.75,-75.53
"19803",39.79,-75.53
"19804",39.71,-75.61
"19805",39.74,-75.58
"19806",39.75,-75.56
"19807",39.79,-75.61
"19808",39.73,-75.66
"19809",39.76,-75.50
"19810",39.81,-75.50
"19850",39.56,-75.59
"19880",39.56,-75.59
"19884",39.56,-75.59
"19885",39.56,-75.59
"19886",39.56,-75.59
"19887",39.56,-75.59
"19889",39.56,-75.59
"19890",39.56,-75.59
"19891",39.56,-75.59
"19892",39.56,-75.59
"19893",39.56,-75.59
"19894",39.56,-75.59
"19895",39.56,-75.59
"19896",39.56,-75.59
"19897",39.56,-75.59
"19898",39.56,-75.59
"19899",39.73,-75.62
"19901",39.15,-75.49
"19902",39.12,-75.48
"19903",39.10,-75.44
"19904",39.16,-75.59
"19905",39.10,-75.44
"19906",39.15,-75.52
"19930",38.53,-75.06
"19931",38.56,-75.62
"19933",38.73,-75.60
"19934",39.09,-75.59
"19936",39.21,-75.58
"19938",39.25,-75.69
"19939",38.55,-75.21
"19940",38.47,-75.57
"19941",38.80,-75.40
"19942",38.86,-75.57
"19943",39.02,-75.58
"19944",38.48,-75.05
"19945",38.51,-75.20
"19946",39.03,-75.45
"19947",38.67,-75.39
"19950",38.81,-75.59
"19951",38.67,-75.22
"19952",38.92,-75.58
"19953",39.15,-75.69
"19954",38.91,-75.50
"19955",39.22,-75.66
"19956",38.55,-75.56
"19958",38.73,-75.17
"19960",38.86,-75.40
"19961",39.16,-75.44
"19962",39.07,-75.50
"19963",38.92,-75.42
"19964",39.09,-75.72
"19966",38.65,-75.24
"19967",38.70,-75.24
"19968",38.76,-75.29
"19969",38.72,-75.35
"19970",38.56,-75.09
"19971",38.62,-75.32
"19973",38.64,-75.60
"19975",38.46,-75.15
"19977",39.29,-75.60
"19979",39.04,-75.57
"19980",39.07,-75.57
"20001",38.91,-77.01
"20002",38.90,-76.99
"20003",38.88,-76.98
"20004",38.89,-77.02
"20005",38.90,-77.03
"20006",38.89,-77.04
"20007",38.91,-77.07
"20008",38.93,-77.05
"20009",38.92,-77.03
"20010",38.93,-77.03
"20011",38.95,-77.02
"20012",38.97,-77.02
"20013",38.89,-77.01
"20015",38.96,-77.06
"20016",38.93,-77.08
"20017",38.93,-76.99
"20018",38.92,-76.97
"20019",38.89,-76.93
"20020",38.86,-76.97
"20022",38.94,-77.03
"20023",38.86,-77.04
"20024",38.87,-77.01
"20026",38.89,-77.01
"20027",38.90,-77.05
"20029",38.89,-77.01
"20030",38.89,-77.01
"20032",38.83,-76.99
"20033",38.89,-77.01
"20035",38.89,-77.01
"20036",38.90,-77.04
"20037",38.90,-77.05
"20038",38.89,-77.01
"20039",38.89,-77.01
"20040",38.89,-77.01
"20041",38.89,-77.01
"20042",38.89,-77.01
"20043",38.89,-77.01
"20044",38.89,-77.01
"20045",38.89,-77.03
"20046",38.89,-77.01
"20047",38.89,-77.01
"20048",38.91,-76.99
"20049",38.89,-77.02
"20050",38.89,-77.01
"20051",38.89,-77.01
"20052",38.90,-77.04
"20053",38.89,-77.01
"20055",38.90,-77.02
"20056",38.89,-77.01
"20057",38.89,-77.01
"20058",38.89,-77.01
"20059",38.89,-77.01
"20060",38.91,-77.02
"20061",38.89,-77.01
"20062",38.90,-77.03
"20063",38.90,-77.04
"20064",38.93,-76.99
"20065",38.88,-77.02
"20066",38.89,-77.01
"20067",38.89,-77.01
"20068",38.89,-77.01
"20069",38.89,-77.01
"20070",38.89,-77.01
"20071",38.89,-77.01
"20073",38.89,-77.02
"20074",38.89,-77.01
"20075",38.89,-77.01
"20076",38.89,-77.01
"20077",38.89,-77.01
"20078",38.89,-77.01
"20080",38.89,-77.01
"20081",38.89,-77.01
"20082",38.89,-77.01
"20084",38.91,-76.99
"20088",38.89,-77.01
"20090",38.89,-77.01
"20091",38.89,-77.01
"20097",38.89,-77.01
"20098",38.89,-77.01
"20099",38.89,-77.01
"20101",39.00,-77.44
"20102",39.08,-77.64
"20103",38.99,-77.45
"20104",39.08,-77.64
"20105",38.95,-77.60
"20106",38.68,-78.01
"20107",38.96,-77.53
"20108",38.74,-77.48
"20109",38.79,-77.52
"20110",38.74,-77.48
"20111",38.77,-77.44
"20112",38.66,-77.42
"20113",38.77,-77.44
"20115",38.84,-77.89
"20116",38.85,-77.86
"20117",39.02,-77.69
"20118",39.00,-77.76
"20119",38.63,-77.63
"20120",38.84,-77.46
"20121",38.81,-77.45
"20122",38.83,-77.28
"20124",38.78,-77.38
"20128",38.74,-77.97
"20129",39.16,-77.60
"20130",39.00,-77.95
"20131",39.05,-77.74
"20132",39.14,-77.73
"20134",39.15,-77.70
"20135",39.08,-77.84
"20136",38.73,-77.54
"20137",38.81,-77.73
"20138",38.63,-77.68
"20139",38.65,-77.70
"20140",38.91,-77.86
"20141",39.11,-77.78
"20142",39.13,-77.77
"20143",38.84,-77.56
"20144",38.91,-77.96
"20146",39.08,-77.64
"20147",39.03,-77.48
"20148",39.01,-77.52
"20149",39.08,-77.64
"20151",38.88,-77.44
"20152",38.89,-77.50
"20153",38.83,-77.28
"20155",38.81,-77.62
"20156",38.72,-77.46
"20158",39.13,-77.65
"20159",39.13,-77.66
"20160",39.09,-77.68
"20163",39.08,-77.64
"20164",39.02,-77.39
"20165",39.04,-77.38
"20166",38.98,-77.47
"20167",39.08,-77.64
"20168",38.72,-77.46
"20169",38.86,-77.64
"20170",38.98,-77.36
"20171",38.92,-77.39
"20172",38.83,-77.28
"20175",39.04,-77.60
"20176",39.18,-77.53
"20177",39.15,-77.66
"20178",39.07,-77.60
"20180",39.22,-77.65
"20181",38.70,-77.54
"20182",38.70,-77.58
"20184",38.96,-77.88
"20185",38.99,-77.87
"20186",38.68,-77.83
"20187",38.71,-77.74
"20188",38.76,-77.82
"20189",39.00,-77.44
"20190",38.96,-77.34
"20191",38.93,-77.35
"20192",38.83,-77.28
"20193",38.83,-77.28
"20194",38.98,-77.34
"20195",38.83,-77.28
"20196",38.83,-77.28
"20197",39.18,-77.63
"20198",38.87,-77.76
"20199",39.08,-77.64
"20201",38.89,-77.01
"20202",38.89,-77.01
"20203",38.90,-77.04
"20204",38.89,-77.01
"20205",38.90,-77.01
"20206",38.89,-77.01
"20207",38.89,-77.01
"20208",38.89,-77.01
"20209",38.90,-77.01
"20210",38.89,-77.01
"20211",38.89,-77.01
"20212",38.89,-77.01
"20213",38.89,-77.01
"20214",38.89,-77.01
"20215",38.89,-77.01
"20216",38.89,-77.01
"20217",38.89,-77.01
"20218",38.89,-77.01
"20219",38.89,-77.01
"20220",38.89,-77.01
"20221",38.89,-77.01
"20222",38.89,-77.01
"20223",38.89,-77.01
"20224",38.89,-77.01
"20226",38.89,-77.01
"20227",38.89,-77.01
"20228",38.89,-77.01
"20229",38.89,-77.01
"20230",38.89,-77.01
"20231",38.89,-77.01
"20232",38.90,-77.03
"20233",38.89,-77.01
"20235",38.91,-77.05
"20237",38.89,-77.03
"20238",38.89,-77.01
"20239",38.89,-77.01
"20240",38.89,-77.04
"20241",38.89,-77.01
"20242",38.86,-77.02
"20244",38.89,-77.01
"20245",38.89,-77.01
"20250",38.88,-77.03
"20251",38.89,-77.01
"20254",38.89,-77.01
"20260",38.89,-77.01
"20261",38.89,-77.01
"20262",38.89,-77.01
"20265",38.89,-77.01
"20266",38.89,-77.01
"20268",38.89,-77.01
"20270",38.89,-77.01
"20277",38.89,-77.01
"20289",38.89,-77.01
"20292",38.91,-76.99
"20299",38.89,-77.01
"20301",38.88,-77.03
"20303",38.89,-77.01
"20306",38.89,-77.01
"20307",38.89,-77.01
"20310",38.89,-77.01
"20314",38.89,-77.01
"20315",38.92,-77.01
"20317",38.93,-77.01
"20318",38.89,-77.01
"20319",38.86,-77.01
"20330",38.89,-77.01
"20331",38.90,-76.97
"20332",38.83,-77.01
"20335",38.80,-76.88
"20336",38.83,-77.01
"20337",38.89,-77.01
"20338",38.89,-77.01
"20340",38.89,-77.01
"20350",38.89,-77.01
"20355",38.89,-77.03
"20370",38.89,-77.01
"20372",38.89,-77.01
"20373",38.89,-77.01
"20374",38.85,-77.00
"20375",38.82,-77.01
"20376",38.91,-76.99
"20380",38.89,-77.01
"20388",38.87,-76.99
"20389",38.89,-77.01
"20390",38.89,-77.01
"20391",38.89,-77.01
"20392",38.89,-77.01
"20393",38.89,-77.01
"20394",38.89,-77.01
"20395",38.89,-77.01
"20396",38.91,-76.99
"20397",38.91,-76.99
"20398",38.89,-77.01
"20401",38.89,-77.01
"20402",38.89,-77.01
"20403",38.89,-77.01
"20404",38.89,-77.00
"20405",38.89,-77.01
"20406",38.89,-77.01
"20407",38.89,-77.01
"20408",38.89,-77.01
"20409",38.89,-77.01
"20410",38.89,-77.01
"20411",38.88,-77.02
"20412",38.89,-77.02
"20413",38.89,-77.01
"20414",38.88,-77.02
"20415",38.89,-77.01
"20416",38.89,-77.01
"20418",38.90,-77.05
"20419",38.89,-77.01
"20420",38.90,-77.02
"20421",38.89,-77.01
"20422",38.89,-77.01
"20423",38.89,-77.01
"20424",38.89,-77.01
"20425",38.89,-77.01
"20426",38.89,-77.01
"20427",38.90,-77.04
"20428",38.89,-77.01
"20429",38.89,-77.01
"20430",38.91,-76.99
"20431",38.89,-77.04
"20433",38.90,-77.04
"20434",38.89,-77.01
"20435",38.89,-77.04
"20436",38.89,-77.02
"20437",38.90,-77.04
"20439",38.89,-77.01
"20440",38.91,-77.04
"20441",38.92,-77.03
"20442",38.89,-77.01
"20444",38.89,-77.01
"20447",38.88,-77.02
"20451",38.89,-77.04
"20453",38.89,-77.01
"20456",38.89,-77.04
"20460",38.87,-77.01
"20463",38.89,-77.01
"20468",38.89,-77.01
"20469",38.89,-77.01
"20470",38.89,-77.01
"20472",38.89,-77.01
"20500",38.89,-77.03
"20501",38.89,-77.03
"20502",38.89,-77.03
"20503",38.90,-77.04
"20504",38.89,-77.01
"20505",38.89,-77.01
"20506",38.89,-77.03
"20507",38.89,-77.01
"20508",38.89,-77.01
"20509",38.89,-77.03
"20510",38.89,-77.01
"20511",38.84,-77.01
"20515",38.89,-77.01
"20520",38.89,-77.04
"20521",38.89,-77.01
"20522",38.89,-77.04
"20523",38.89,-77.04
"20524",38.90,-77.03
"20525",38.89,-77.01
"20526",38.90,-77.04
"20527",38.90,-77.03
"20528",38.89,-77.03
"20529",38.89,-77.01
"20530",38.89,-77.02
"20531",38.89,-77.02
"20532",38.90,-77.01
"20533",38.90,-77.03
"20534",38.89,-77.01
"20535",38.89,-77.02
"20536",38.90,-77.01
"20537",38.89,-77.02
"20538",38.89,-77.01
"20539",38.89,-77.01
"20540",38.88,-77.00
"20541",38.88,-77.00
"20542",38.94,-77.02
"20543",38.89,-77.01
"20544",38.89,-77.01
"20546",38.89,-77.02
"20547",38.89,-77.01
"20548",38.89,-77.01
"20549",38.89,-77.01
"20550",38.89,-77.01
"20551",38.89,-77.04
"20552",38.89,-77.01
"20553",38.88,-77.02
"20554",38.89,-77.01
"20555",38.90,-77.04
"20557",38.88,-77.00
"20558",38.89,-77.01
"20559",38.88,-77.00
"20560",38.89,-77.01
"20565",38.89,-77.01
"20566",38.89,-77.05
"20570",38.89,-77.04
"20571",38.90,-77.03
"20572",38.89,-77.01
"20573",38.89,-77.01
"20575",38.89,-77.01
"20576",38.89,-77.02
"20577",38.90,-77.03
"20578",38.89,-77.01
"20579",38.90,-77.04
"20580",38.89,-77.01
"20581",38.89,-77.01
"20585",38.89,-77.01
"20586",38.90,-77.04
"20590",38.88,-77.02
"20591",38.89,-77.01
"20593",38.89,-77.01
"20594",38.88,-77.01
"20595",38.90,-77.01
"20597",38.89,-77.01
"20599",38.89,-77.01
"20601",38.63,-76.87
"20602",38.58,-76.89
"20603",38.62,-76.97
"20604",38.50,-76.98
"20606",38.24,-76.74
"20607",38.67,-77.01
"20608",38.58,-76.71
"20609",38.28,-76.74
"20610",38.44,-76.53
"20611",38.47,-76.97
"20612",38.50,-76.68
"20613",38.69,-76.83
"20615",38.41,-76.54
"20616",38.64,-77.07
"20617",38.54,-76.84
"20618",38.28,-76.79
"20619",38.30,-76.53
"20620",38.22,-76.52
"20621",38.35,-76.78
"20622",38.47,-76.80
"20623",38.75,-76.83
"20624",38.34,-76.72
"20625",38.26,-76.85
"20626",38.23,-76.76
"20627",38.27,-76.70
"20628",38.15,-76.35
"20629",38.33,-76.45
"20630",38.17,-76.47
"20632",38.43,-76.97
"20634",38.26,-76.49
"20635",38.31,-76.60
"20636",38.35,-76.56
"20637",38.52,-76.78
"20639",38.60,-76.60
"20640",38.45,-77.05
"20643",38.50,-77.14
"20645",38.29,-76.90
"20646",38.52,-76.98
"20650",38.27,-76.63
"20653",38.24,-76.45
"20656",38.35,-76.68
"20657",38.36,-76.43
"20658",38.56,-77.15
"20659",38.42,-76.72
"20660",38.36,-76.69
"20661",38.34,-76.88
"20662",38.44,-77.19
"20664",38.32,-76.91
"20667",38.21,-76.44
"20670",38.27,-76.43
"20674",38.13,-76.50
"20675",38.58,-77.00
"20676",38.49,-76.53
"20677",38.49,-77.04
"20678",38.53,-76.59
"20680",38.11,-76.37
"20682",38.28,-76.84
"20684",38.14,-76.40
"20685",38.45,-76.51
"20686",38.18,-76.42
"20687",38.08,-76.34
"20688",38.32,-76.46
"20689",38.64,-76.57
"20690",38.16,-76.53
"20692",38.18,-76.50
"20693",38.46,-77.09
"20695",38.59,-76.99
"20697",38.83,-76.87
"20701",39.13,-76.79
"20703",38.83,-76.87
"20704",38.83,-76.87
"20705",39.04,-76.92
"20706",38.96,-76.85
"20707",39.10,-76.87
"20708",39.04,-76.83
"20709",38.83,-76.87
"20710",38.94,-76.92
"20711",38.80,-76.66
"20712",38.94,-76.96
"20714",38.71,-76.53
"20715",38.97,-76.74
"20716",38.92,-76.70
"20717",38.83,-76.87
"20718",38.83,-76.87
"20719",38.83,-76.87
"20720",38.98,-76.79
"20721",38.91,-76.78
"20722",38.94,-76.95
"20723",39.12,-76.84
"20724",39.09,-76.81
"20725",38.83,-76.87
"20726",38.83,-76.87
"20731",38.83,-76.87
"20732",38.66,-76.53
"20733",38.80,-76.52
"20735",38.75,-76.90
"20736",38.69,-76.60
"20737",38.96,-76.91
"20738",38.83,-76.87
"20740",38.99,-76.92
"20741",38.83,-76.87
"20742",38.98,-76.94
"20743",38.88,-76.89
"20744",38.75,-76.98
"20745",38.81,-76.98
"20746",38.84,-76.92
"20747",38.85,-76.88
"20748",38.82,-76.94
"20749",38.83,-76.87
"20750",38.83,-76.87
"20751",38.78,-76.55
"20752",38.83,-76.87
"20753",38.83,-76.87
"20754",38.74,-76.64
"20755",39.10,-76.74
"20757",38.83,-76.87
"20758",38.73,-76.58
"20759",39.15,-76.93
"20762",38.80,-76.87
"20763",39.13,-76.82
"20764",38.83,-76.51
"20765",38.84,-76.54
"20768",38.83,-76.87
"20769",38.97,-76.80
"20770",38.99,-76.88
"20771",38.83,-76.87
"20772",38.83,-76.79
"20773",38.83,-76.87
"20774",38.86,-76.81
"20775",38.83,-76.87
"20776",38.85,-76.61
"20777",39.18,-76.96
"20778",38.82,-76.53
"20779",38.76,-76.57
"20780",38.95,-76.94
"20781",38.95,-76.93
"20782",38.96,-76.96
"20783",39.00,-76.97
"20784",38.95,-76.89
"20785",38.92,-76.87
"20787",38.98,-76.98
"20788",38.96,-76.95
"20789",38.93,-76.91
"20790",38.83,-76.87
"20791",38.83,-76.87
"20792",38.81,-76.75
"20794",39.14,-76.79
"20797",38.83,-76.87
"20799",38.83,-76.87
"20800",39.09,-77.15
"20810",38.98,-77.10
"20811",38.98,-77.10
"20812",38.96,-77.14
"20813",39.14,-77.20
"20814",39.00,-77.10
"20815",38.97,-77.08
"20816",38.95,-77.11
"20817",38.98,-77.15
"20818",38.97,-77.15
"20824",39.14,-77.20
"20825",39.14,-77.20
"20827",39.14,-77.20
"20830",39.15,-77.06
"20832",39.15,-77.07
"20833",39.18,-77.06
"20837",39.13,-77.40
"20838",39.22,-77.37
"20839",39.16,-77.41
"20841",39.21,-77.31
"20842",39.21,-77.41
"20847",39.14,-77.20
"20848",39.14,-77.20
"20849",39.14,-77.20
"20850",39.08,-77.16
"20851",39.07,-77.12
"20852",39.04,-77.12
"20853",39.08,-77.09
"20854",39.03,-77.19
"20855",39.13,-77.14
"20857",39.14,-77.20
"20859",39.14,-77.20
"20860",39.15,-77.02
"20861",39.15,-76.99
"20862",39.18,-77.01
"20866",39.09,-76.93
"20868",39.12,-76.97
"20871",39.26,-77.27
"20872",39.27,-77.21
"20874",39.13,-77.28
"20875",39.14,-77.20
"20876",39.18,-77.23
"20877",39.14,-77.18
"20878",39.11,-77.25
"20879",39.17,-77.18
"20880",39.13,-77.17
"20882",39.23,-77.14
"20883",39.08,-77.15
"20884",39.14,-77.20
"20885",39.18,-77.20
"20886",39.17,-77.18
"20889",39.14,-77.20
"20890",39.09,-77.15
"20891",39.14,-77.20
"20892",39.00,-77.10
"20894",39.14,-77.20
"20895",39.02,-77.07
"20896",39.03,-77.09
"20897",39.14,-77.20
"20898",39.14,-77.20
"20899",39.14,-77.22
"20900",39.00,-77.03
"20901",39.01,-77.00
"20902",39.04,-77.04
"20903",39.00,-76.98
"20904",39.06,-76.99
"20905",39.11,-77.00
"20906",39.08,-77.06
"20907",39.14,-77.20
"20908",39.14,-77.20
"20910",38.99,-77.03
"20911",39.14,-77.20
"20912",38.98,-77.00
"20913",38.83,-76.87
"20914",39.14,-77.20
"20915",39.14,-77.20
"20916",39.14,-77.20
"20918",39.14,-77.20
"20990",38.99,-77.02
"20993",39.03,-76.98
"20997",39.14,-77.20
"21001",39.51,-76.18
"21005",39.47,-76.12
"21009",39.47,-76.29
"21010",39.39,-76.27
"21012",39.04,-76.49
"21013",39.51,-76.49
"21014",39.53,-76.35
"21015",39.53,-76.31
"21017",39.47,-76.24
"21018",39.50,-76.38
"21020",39.52,-76.80
"21021",39.42,-76.39
"21022",39.39,-76.67
"21023",39.53,-76.74
"21024",39.71,-76.33
"21027",39.43,-76.59
"21028",39.56,-76.24
"21029",39.21,-76.95
"21030",39.49,-76.66
"21031",39.48,-76.65
"21032",39.04,-76.59
"21034",39.65,-76.22
"21035",38.93,-76.63
"21036",39.23,-76.99
"21037",38.91,-76.54
"21040",39.42,-76.30
"21041",39.23,-76.94
"21042",39.27,-76.86
"21043",39.25,-76.80
"21044",39.21,-76.87
"21045",39.20,-76.83
"21046",39.17,-76.85
"21047",39.52,-76.43
"21048",39.49,-76.91
"21050",39.57,-76.40
"21051",39.47,-76.44
"21052",39.20,-76.44
"21053",39.69,-76.72
"21054",39.04,-76.68
"21055",39.43,-76.59
"21056",39.07,-76.43
"21057",39.45,-76.51
"21060",39.17,-76.57
"21061",39.16,-76.62
"21062",38.97,-76.59
"21065",39.48,-76.65
"21071",39.51,-76.76
"21074",39.61,-76.86
"21075",39.20,-76.75
"21076",39.15,-76.72
"21077",39.15,-76.69
"21078",39.55,-76.11
"21080",39.53,-77.04
"21082",39.47,-76.46
"21084",39.61,-76.46
"21085",39.42,-76.35
"21087",39.45,-76.41
"21088",39.53,-77.04
"21090",39.20,-76.66
"21092",39.43,-76.59
"21093",39.43,-76.65
"21094",39.43,-76.59
"21098",38.97,-76.59
"21101",39.40,-76.32
"21102",39.67,-76.89
"21104",39.33,-76.91
"21105",39.71,-76.65
"21106",38.97,-76.58
"21107",39.68,-76.81
"21108",39.10,-76.61
"21111",39.56,-76.59
"21113",39.07,-76.69
"21114",39.01,-76.68
"21117",39.42,-76.77
"21120",39.64,-76.67
"21122",39.12,-76.49
"21123",38.97,-76.59
"21128",39.40,-76.45
"21130",39.47,-76.21
