"zip","latitude","longitude"
"61465",41.19,-90.45
"61466",41.10,-90.47
"61467",41.08,-90.23
"61468",41.25,-90.38
"61469",40.94,-90.93
"61470",40.61,-90.47
"61471",40.85,-90.98
"61472",41.11,-90.39
"61473",40.72,-90.65
"61474",40.72,-90.37
"61475",40.58,-90.73
"61476",41.07,-90.82
"61477",40.48,-90.28
"61478",40.75,-90.76
"61479",40.98,-89.65
"61480",40.75,-90.92
"61482",40.37,-90.42
"61483",41.10,-89.86
"61484",40.30,-90.42
"61485",41.02,-90.09
"61486",41.20,-90.59
"61488",41.02,-90.27
"61489",40.92,-90.02
"61490",41.18,-90.28
"61491",41.05,-89.77
"61501",40.23,-90.34
"61516",40.83,-89.11
"61517",40.84,-89.89
"61518",40.74,-89.71
"61519",40.46,-90.09
"61520",40.56,-90.02
"61523",40.90,-89.50
"61524",40.49,-90.04
"61525",40.84,-89.63
"61526",40.94,-89.58
"61528",40.77,-89.72
"61529",40.77,-89.92
"61530",40.71,-89.27
"61531",40.68,-90.03
"61532",40.35,-89.83
"61533",40.57,-89.81
"61534",40.41,-89.65
"61535",40.60,-89.55
"61536",40.67,-89.79
"61537",41.11,-89.37
"61539",40.55,-89.76
"61540",41.02,-89.40
"61541",41.00,-89.22
"61542",40.38,-90.15
"61543",40.39,-90.00
"61544",40.69,-90.26
"61545",40.87,-89.37
"61546",40.41,-89.78
"61547",40.61,-89.71
"61548",40.78,-89.43
"61550",40.61,-89.46
"61552",40.81,-89.56
"61553",40.62,-90.03
"61554",40.56,-89.62
"61555",40.56,-89.65
"61558",40.55,-89.61
"61559",40.90,-89.77
"61560",41.19,-89.44
"61561",40.79,-89.20
"61562",40.87,-89.50
"61563",40.49,-90.05
"61564",40.49,-89.65
"61565",41.01,-89.45
"61567",40.34,-89.88
"61568",40.50,-89.48
"61569",40.67,-89.91
"61570",40.91,-89.28
"61571",40.70,-89.41
"61572",40.78,-90.02
"61601",40.69,-89.58
"61602",40.68,-89.60
"61603",40.71,-89.57
"61604",40.71,-89.63
"61605",40.67,-89.62
"61606",40.69,-89.61
"61607",40.63,-89.69
"61610",40.64,-89.59
"61611",40.67,-89.55
"61612",40.74,-89.71
"61613",40.74,-89.62
"61614",40.76,-89.60
"61615",40.76,-89.64
"61616",40.74,-89.57
"61625",40.69,-89.61
"61628",40.74,-89.71
"61629",40.69,-89.58
"61630",40.74,-89.71
"61632",40.76,-89.56
"61633",40.73,-89.60
"61634",40.68,-89.59
"61635",40.74,-89.71
"61636",40.69,-89.59
"61637",40.70,-89.58
"61638",40.79,-89.61
"61639",40.70,-89.56
"61640",40.78,-89.61
"61641",40.64,-89.65
"61643",40.74,-89.71
"61644",40.76,-89.56
"61650",40.74,-89.71
"61651",40.74,-89.71
"61652",40.87,-89.50
"61653",40.74,-89.71
"61654",40.74,-89.71
"61655",40.74,-89.71
"61656",40.74,-89.71
"61701",40.47,-88.98
"61702",40.51,-88.86
"61704",40.47,-88.94
"61705",40.44,-89.06
"61709",40.46,-88.95
"61710",40.47,-88.95
"61720",40.54,-88.52
"61721",40.36,-89.32
"61722",40.41,-88.62
"61723",40.25,-89.23
"61724",40.34,-88.52
"61725",40.60,-89.10
"61726",40.74,-88.72
"61727",40.14,-88.96
"61728",40.57,-88.62
"61729",40.62,-89.19
"61730",40.53,-88.73
"61731",40.60,-88.49
"61732",40.53,-89.18
"61733",40.62,-89.33
"61734",40.36,-89.53
"61735",40.18,-88.76
"61736",40.39,-88.86
"61737",40.44,-88.73
"61738",40.73,-89.01
"61739",40.74,-88.51
"61740",40.87,-88.86
"61741",40.75,-88.41
"61742",40.63,-89.27
"61743",40.87,-88.78
"61744",40.74,-88.88
"61745",40.33,-88.97
"61747",40.42,-89.42
"61748",40.62,-88.97
"61749",40.11,-89.06
"61750",40.12,-88.85
"61751",40.21,-89.28
"61752",40.34,-88.75
"61753",40.63,-88.80
"61754",40.32,-89.16
"61755",40.53,-89.34
"61756",40.03,-88.95
"61758",40.51,-88.86
"61759",40.43,-89.31
"61760",40.89,-89.03
"61761",40.51,-88.98
"61764",40.87,-88.63
"61769",40.88,-88.40
"61770",40.43,-88.52
"61771",40.72,-89.12
"61772",40.41,-89.08
"61773",40.58,-88.38
"61774",40.43,-89.21
"61775",40.64,-88.40
"61776",40.55,-88.88
"61777",40.23,-88.96
"61778",40.24,-89.11
"61790",40.51,-88.99
"61791",40.51,-88.86
"61799",40.48,-88.93
"61801",40.10,-88.20
"61802",40.07,-88.16
"61803",40.10,-88.22
"61810",39.91,-87.93
"61811",40.30,-87.60
"61812",40.21,-87.89
"61813",39.92,-88.56
"61814",40.25,-87.61
"61815",40.10,-88.37
"61816",39.91,-87.99
"61817",40.06,-87.71
"61818",39.86,-88.72
"61820",40.11,-88.24
"61821",40.10,-88.27
"61822",40.13,-88.28
"61824",40.13,-88.19
"61825",40.13,-88.19
"61826",40.11,-88.36
"61830",39.99,-88.69
"61831",40.22,-87.79
"61832",40.13,-87.62
"61833",40.09,-87.64
"61834",40.16,-87.67
"61839",40.11,-88.63
"61840",40.31,-88.27
"61841",40.03,-87.83
"61842",40.24,-88.66
"61843",40.29,-88.35
"61844",40.11,-87.87
"61845",40.35,-88.42
"61846",39.97,-87.63
"61847",40.30,-88.03
"61848",40.30,-87.70
"61849",40.03,-87.96
"61850",39.92,-87.73
"61851",39.95,-88.44
"61852",39.90,-88.07
"61853",40.19,-88.39
"61854",40.21,-88.51
"61855",39.92,-88.65
"61856",40.02,-88.56
"61857",40.11,-87.84
"61858",40.11,-87.78
"61859",40.14,-87.96
"61862",40.31,-87.95
"61863",39.91,-88.27
"61864",40.00,-88.15
"61865",40.30,-87.82
"61866",40.31,-88.14
"61868",40.29,-88.14
"61870",39.91,-87.63
"61871",40.19,-87.97
"61872",39.96,-88.34
"61873",40.12,-88.04
"61874",40.06,-88.25
"61875",40.10,-88.39
"61876",39.91,-87.82
"61877",40.02,-88.06
"61878",40.24,-88.18
"61880",39.98,-88.25
"61882",40.11,-88.75
"61883",40.04,-87.63
"61884",40.10,-88.51
"61910",39.68,-88.30
"61911",39.70,-88.45
"61912",39.52,-88.03
"61913",39.80,-88.44
"61914",39.63,-88.75
"61917",39.69,-87.92
"61919",39.80,-88.14
"61920",39.48,-88.17
"61924",39.79,-87.65
"61925",39.71,-88.79
"61928",39.47,-88.52
"61929",39.79,-88.57
"61930",39.70,-88.14
"61931",39.60,-88.31
"61932",39.80,-87.87
"61933",39.55,-87.93
"61936",39.79,-88.72
"61937",39.71,-88.64
"61938",39.48,-88.37
"61940",39.80,-87.79
"61941",39.80,-88.18
"61942",39.78,-88.00
"61943",39.65,-88.02
"61944",39.61,-87.69
"61949",39.66,-87.86
"61951",39.59,-88.60
"61953",39.79,-88.28
"61955",39.67,-87.75
"61956",39.86,-88.16
"61957",39.43,-88.58
"62001",38.88,-89.74
"62002",38.90,-90.15
"62006",39.07,-90.65
"62009",39.09,-89.80
"62010",38.90,-90.03
"62011",39.11,-89.21
"62012",39.03,-90.14
"62013",38.92,-90.59
"62014",39.04,-89.96
"62015",39.21,-89.53
"62016",39.30,-90.40
"62017",39.09,-89.39
"62018",38.91,-90.08
"62019",39.03,-89.49
"62021",38.98,-89.97
"62022",39.03,-90.30
"62023",39.11,-89.78
"62024",38.88,-90.08
"62025",38.80,-89.96
"62026",38.73,-89.94
"62027",39.28,-90.53
"62028",38.95,-90.35
"62030",39.15,-90.16
"62031",39.10,-90.52
"62032",39.10,-89.29
"62033",39.13,-89.84
"62034",38.76,-89.97
"62035",38.94,-90.20
"62036",38.89,-90.56
"62037",39.00,-90.43
"62040",38.72,-90.11
"62044",39.34,-90.20
"62045",39.22,-90.69
"62046",38.89,-89.84
"62047",39.15,-90.62
"62048",38.82,-90.09
"62049",39.14,-89.48
"62050",39.46,-90.51
"62051",39.20,-89.41
"62052",39.12,-90.33
"62053",39.30,-90.62
"62054",39.20,-90.37
"62056",39.17,-89.64
"62058",38.96,-89.76
"62059",38.44,-89.98
"62060",38.68,-90.15
"62061",38.77,-89.77
"62062",38.71,-89.96
"62063",39.19,-90.15
"62065",39.13,-90.69
"62067",38.93,-89.96
"62069",39.07,-89.74
"62070",39.13,-90.69
"62071",38.65,-90.16
"62074",38.96,-89.73
"62075",39.30,-89.28
"62076",39.34,-89.21
"62077",39.03,-89.52
"62078",39.31,-90.38
"62079",39.11,-90.11
"62080",39.07,-89.10
"62081",39.28,-90.25
"62082",39.48,-90.34
"62083",39.37,-89.19
"62084",38.84,-90.07
"62085",39.08,-89.80
"62086",38.96,-89.56
"62087",38.82,-90.05
"62088",39.01,-89.78
"62089",39.12,-89.49
"62090",38.67,-90.16
"62091",39.04,-89.63
"62092",39.42,-90.40
"62093",39.06,-89.85
"62094",39.24,-89.34
"62095",38.86,-90.08
"62097",38.94,-89.85
"62098",39.37,-90.29
"62201",38.64,-90.13
"62202",38.61,-90.15
"62203",38.59,-90.07
"62204",38.63,-90.09
"62205",38.61,-90.12
"62206",38.55,-90.15
"62207",38.58,-90.12
"62208",38.59,-90.00
"62214",38.38,-89.57
"62215",38.53,-89.62
"62216",38.60,-89.60
"62217",38.17,-89.84
"62218",38.53,-89.45
"62219",38.60,-89.43
"62220",38.51,-89.98
"62221",38.53,-89.95
"62222",38.44,-89.98
"62223",38.54,-90.03
"62224",38.44,-89.98
"62225",38.54,-89.85
"62226",38.53,-90.00
"62230",38.61,-89.52
"62231",38.60,-89.38
"62232",38.63,-90.01
"62233",37.91,-89.82
"62234",38.68,-89.98
"62236",38.43,-90.20
"62237",38.17,-89.64
"62238",38.04,-89.56
"62239",38.52,-90.18
"62240",38.53,-90.22
"62241",38.00,-89.90
"62242",38.09,-89.91
"62243",38.40,-89.91
"62244",38.17,-90.19
"62245",38.54,-89.54
"62246",38.89,-89.40
"62247",38.97,-88.97
"62248",38.30,-89.99
"62249",38.76,-89.67
"62250",38.54,-89.26
"62252",38.60,-89.29
"62253",38.77,-89.29
"62254",38.60,-89.79
"62255",38.29,-89.79
"62256",38.30,-90.13
"62257",38.24,-89.75
"62258",38.47,-89.78
"62259",38.01,-89.89
"62260",38.44,-90.08
"62261",38.05,-90.01
"62262",38.93,-89.24
"62263",38.33,-89.38
"62264",38.31,-89.87
"62265",38.53,-89.69
"62266",38.48,-89.68
"62268",38.25,-89.59
"62269",38.57,-89.89
"62271",38.43,-89.52
"62272",38.01,-89.61
"62273",38.88,-89.44
"62274",38.09,-89.38
"62275",38.78,-89.52
"62277",38.11,-90.03
"62278",38.19,-89.98
"62279",38.15,-90.13
"62280",37.83,-89.62
"62281",38.70,-89.79
"62282",38.36,-89.71
"62283",38.64,-89.20
"62284",38.87,-89.32
"62285",38.42,-89.98
"62286",38.13,-89.70
"62288",38.00,-89.66
"62289",38.59,-89.75
"62292",38.21,-89.68
"62293",38.61,-89.64
"62294",38.72,-89.87
"62295",38.28,-90.31
"62297",38.02,-89.82
"62298",38.32,-90.14
"62301",39.93,-91.37
"62305",39.96,-91.30
"62306",39.97,-91.21
"62310",40.41,-91.20
"62311",40.23,-90.95
"62312",39.70,-91.02
"62313",40.32,-91.19
"62314",39.76,-90.88
"62316",40.23,-91.07
"62318",40.48,-91.13
"62319",40.15,-90.75
"62320",40.02,-91.07
"62321",40.41,-91.10
"62323",39.80,-90.66
"62324",40.01,-90.95
"62325",40.05,-91.17
"62326",40.41,-90.78
"62327",40.35,-90.75
"62328",39.93,-91.30
"62329",40.57,-91.16
"62330",40.57,-91.12
"62332",39.61,-90.65
"62334",40.41,-91.22
"62336",40.46,-91.17
"62338",39.99,-91.24
"62339",40.12,-91.02
"62340",39.70,-90.72
"62341",40.43,-91.34
"62343",39.71,-91.23
"62344",40.15,-90.85
"62345",39.69,-91.16
"62346",40.15,-90.98
"62347",39.88,-91.08
"62348",40.16,-91.38
"62349",40.15,-91.21
"62351",40.08,-91.28
"62352",39.55,-90.64
"62353",39.98,-90.74
"62354",40.52,-91.33
"62355",39.42,-90.76
"62356",39.63,-91.08
"62357",39.69,-90.84
"62358",40.59,-91.29
"62359",40.03,-91.20
"62360",39.81,-91.26
"62361",39.44,-90.63
"62362",39.78,-90.74
"62363",39.60,-90.80
"62365",39.80,-91.14
"62366",39.44,-90.87
"62367",40.32,-90.96
"62370",39.53,-90.97
"62372",39.53,-91.01
"62373",40.28,-91.37
"62374",40.41,-90.85
"62375",40.01,-90.86
"62376",40.08,-91.37
"62378",39.88,-90.67
"62379",40.35,-91.43
"62380",40.24,-91.24
"62401",39.12,-88.56
"62410",38.52,-87.72
"62411",39.06,-88.74
"62413",39.11,-87.80
"62414",39.18,-88.80
"62415",38.71,-87.70
"62417",38.70,-87.76
"62418",38.98,-88.94
"62419",38.63,-88.00
"62420",39.30,-87.99
"62421",38.74,-87.97
"62422",39.23,-88.88
"62423",39.44,-87.58
"62424",39.03,-88.40
"62425",38.83,-88.09
"62426",38.90,-88.66
"62427",38.90,-87.68
"62428",39.27,-88.12
"62431",39.22,-88.98
"62432",39.12,-88.13
"62433",39.10,-87.66
"62434",38.82,-88.32
"62435",39.37,-88.24
"62436",39.20,-88.24
"62438",39.31,-88.87
"62439",38.73,-87.67
"62440",39.39,-88.25
"62441",39.42,-87.69
"62442",39.31,-87.87
"62443",38.96,-88.62
"62444",39.43,-88.80
"62445",39.15,-88.33
"62446",38.52,-88.21
"62447",39.32,-88.45
"62448",38.98,-88.17
"62449",39.00,-87.89
"62450",38.73,-88.08
"62451",39.00,-87.61
"62452",38.59,-88.06
"62454",39.00,-87.74
"62458",39.03,-88.85
"62459",38.92,-88.02
"62460",38.59,-87.64
"62461",39.18,-88.64
"62462",39.21,-88.48
"62463",39.27,-88.63
"62464",38.98,-87.83
"62465",39.36,-88.62
"62466",38.71,-87.86
"62467",39.13,-88.47
"62468",39.27,-88.24
"62469",39.39,-88.34
"62471",38.94,-89.10
"62473",38.99,-88.55
"62474",39.44,-88.04
"62475",38.89,-88.09
"62476",38.51,-88.03
"62477",39.24,-87.65
"62478",39.19,-87.71
"62479",39.01,-88.31
"62480",38.97,-88.01
"62481",39.13,-88.01
"62501",39.93,-88.80
"62510",39.50,-89.03
"62511",39.33,-89.73
"62512",40.14,-89.19
"62513",39.69,-89.11
"62514",39.76,-89.05
"62515",39.84,-89.38
"62517",39.59,-89.43
"62518",40.05,-89.19
"62519",39.93,-89.40
"62520",39.85,-89.46
"62521",39.83,-88.94
"62522",39.84,-88.98
"62523",39.84,-88.95
"62524",39.85,-88.98
"62525",39.85,-88.98
"62526",39.85,-88.93
"62527",39.85,-88.98
"62530",39.56,-89.66
"62531",39.66,-89.37
"62532",39.78,-88.98
"62533",39.44,-89.61
"62534",39.51,-88.74
"62535",39.92,-88.96
"62536",39.63,-89.65
"62537",39.85,-89.08
"62538",39.37,-89.53
"62539",39.84,-89.25
"62540",39.58,-89.41
"62541",39.97,-89.35
"62543",39.97,-89.17
"62544",39.70,-88.98
"62545",39.77,-89.40
"62546",39.41,-89.45
"62547",39.76,-89.24
"62548",40.00,-89.29
"62549",39.77,-88.86
"62550",39.57,-88.88
"62551",39.85,-89.17
"62552",39.88,-88.80
"62553",39.28,-89.08
"62554",39.93,-88.85
"62555",39.47,-89.19
"62556",39.46,-89.37
"62557",39.39,-89.10
"62558",39.60,-89.56
"62560",39.31,-89.58
"62561",39.86,-89.50
"62563",39.71,-89.56
"62565",39.45,-88.80
"62567",39.64,-89.19
"62568",39.55,-89.34
"62570",39.58,-89.44
"62571",39.39,-88.95
"62572",39.36,-89.65
"62573",39.94,-89.07
"62574",39.47,-88.86
"62601",39.75,-90.04
"62610",39.55,-90.38
"62611",39.89,-90.36
"62612",39.93,-90.07
"62613",39.99,-89.66
"62615",39.59,-89.74
"62617",40.15,-90.16
"62618",40.00,-90.42
"62621",39.72,-90.53
"62622",39.97,-90.35
"62624",40.13,-90.55
"62625",39.91,-89.68
"62626",39.28,-89.86
"62627",40.03,-90.11
"62628",39.77,-90.41
"62629",39.67,-89.71
"62630",39.26,-90.07
"62631",39.82,-90.37
"62633",40.22,-89.89
"62634",40.01,-89.45
"62635",40.29,-89.47
"62638",39.62,-90.08
"62639",40.13,-90.55
"62640",39.38,-89.85
"62642",40.10,-89.74
"62643",40.24,-89.45
"62644",40.30,-89.93
"62649",39.37,-90.06
"62650",39.73,-90.30
"62651",39.69,-90.26
"62655",40.15,-90.00
"62656",40.14,-89.36
"62659",40.03,-89.78
"62660",39.85,-90.20
"62661",39.67,-89.85
"62662",39.74,-89.60
"62663",39.54,-90.33
"62664",40.22,-89.73
"62665",39.81,-90.53
"62666",40.09,-89.58
"62667",39.47,-89.97
"62668",39.57,-90.23
"62670",39.76,-89.85
"62671",40.16,-89.56
"62672",39.39,-89.80
"62673",40.09,-89.96
"62674",39.42,-90.03
"62675",39.97,-89.80
"62676",39.17,-89.96
"62677",39.83,-89.86
"62681",40.11,-90.54
"62682",40.30,-89.68
"62683",39.26,-89.92
"62684",39.91,-89.58
"62685",39.19,-89.96
"62686",39.23,-89.88
"62688",39.94,-89.88
"62689",39.53,-89.76
"62690",39.50,-89.77
"62691",39.95,-90.17
"62692",39.58,-89.94
"62693",39.93,-89.53
"62694",39.62,-90.46
"62695",39.61,-90.22
"62701",39.80,-89.64
"62702",39.83,-89.64
"62703",39.76,-89.62
"62704",39.77,-89.68
"62705",39.74,-89.60
"62706",39.79,-89.65
"62707",39.85,-89.65
"62708",39.80,-89.58
"62709",39.74,-89.60
"62711",39.76,-89.72
"62712",39.75,-89.58
"62713",39.74,-89.60
"62715",39.74,-89.60
"62716",39.84,-89.53
"62718",39.77,-89.64
"62719",39.74,-89.60
"62720",39.74,-89.60
"62721",39.74,-89.60
"62722",39.74,-89.60
"62723",39.74,-89.60
"62726",39.74,-89.60
"62736",39.74,-89.60
"62739",39.74,-89.60
"62746",39.74,-89.60
"62756",39.74,-89.60
"62757",39.74,-89.60
"62761",39.85,-89.54
"62762",39.74,-89.60
"62763",39.74,-89.60
"62764",39.74,-89.60
"62765",39.74,-89.60
"62766",39.74,-89.60
"62767",39.74,-89.60
"62769",39.74,-89.60
"62776",39.74,-89.60
"62777",39.74,-89.60
"62781",39.74,-89.60
"62786",39.74,-89.60
"62791",39.74,-89.60
"62794",39.74,-89.60
"62796",39.74,-89.60
"62801",38.52,-89.13
"62803",38.44,-89.30
"62805",37.99,-88.94
"62806",38.37,-88.06
"62807",38.72,-88.91
"62808",38.30,-89.23
"62809",38.27,-88.35
"62810",38.21,-88.75
"62811",38.38,-87.90
"62812",38.00,-88.92
"62814",38.35,-88.75
"62815",38.44,-88.00
"62816",38.19,-88.92
"62817",37.95,-88.46
"62818",38.37,-87.99
"62819",37.97,-89.02
"62820",38.20,-88.21
"62821",38.08,-88.16
"62822",37.98,-89.05
"62823",38.51,-88.40
"62824",38.66,-88.35
"62825",37.99,-89.06
"62827",38.16,-88.05
"62828",38.19,-88.63
"62829",38.08,-88.53
"62830",38.43,-88.96
"62831",38.25,-89.20
"62832",38.01,-89.23
"62833",38.36,-88.13
"62834",37.97,-88.12
"62835",38.09,-88.33
"62836",38.07,-88.85
"62837",38.37,-88.35
"62838",38.84,-88.76
"62839",38.67,-88.49
"62840",37.99,-88.94
"62841",37.80,-89.00
"62842",38.44,-88.41
"62843",38.36,-88.20
"62844",38.26,-88.00
"62845",38.07,-88.14
"62846",38.15,-88.88
"62847",38.75,-88.47
"62848",38.43,-89.16
"62849",38.61,-88.76
"62850",38.52,-88.58
"62851",38.36,-88.64
"62852",38.35,-87.86
"62853",38.51,-88.91
"62854",38.75,-88.81
"62855",38.40,-87.81
"62856",37.99,-88.94
"62857",38.97,-88.97
"62858",38.77,-88.50
"62859",38.09,-88.52
"62860",38.01,-88.69
"62861",38.03,-88.07
"62862",38.24,-88.33
"62863",38.41,-87.79
"62864",38.31,-88.91
"62865",37.96,-89.11
"62866",38.16,-88.96
"62867",37.89,-88.12
"62868",38.71,-88.21
"62869",37.97,-88.32
"62870",38.60,-89.05
"62871",37.89,-88.28
"62872",38.27,-88.77
"62874",37.91,-88.97
"62875",38.75,-89.09
"62876",38.26,-89.19
"62877",38.40,-89.17
"62878",38.58,-88.46
"62879",38.75,-88.47
"62880",38.86,-88.85
"62881",38.62,-88.94
"62882",38.61,-89.11
"62883",38.17,-89.09
"62884",38.08,-89.05
"62885",38.84,-89.07
"62886",38.39,-88.53
"62887",38.16,-88.37
"62888",38.13,-89.22
"62889",38.42,-88.87
"62890",37.88,-88.76
"62891",38.02,-89.03
"62892",38.80,-89.08
"62893",38.46,-89.03
"62894",38.24,-89.00
"62895",38.33,-88.58
"62896",37.89,-88.93
"62897",38.08,-88.90
"62898",38.38,-89.07
"62899",38.66,-88.63
"62901",37.72,-89.21
"62902",37.66,-89.11
"62903",37.67,-89.27
"62905",37.56,-89.31
"62906",37.46,-89.22
"62907",37.87,-89.46
"62908",37.32,-88.95
"62909",37.44,-88.87
"62910",37.15,-88.53
"62912",37.46,-88.98
"62913",37.15,-89.32
"62914",37.01,-89.18
"62915",37.78,-89.11
"62916",37.92,-89.57
"62917",37.68,-88.61
"62918",37.77,-89.09
"62919",37.50,-88.23
"62920",37.54,-89.24
"62921",37.80,-89.07
"62922",37.62,-88.88
"62923",37.36,-88.97
"62924",37.81,-89.22
"62926",37.37,-89.13
"62927",37.93,-89.23
"62928",37.48,-88.57
"62929",37.30,-89.26
"62930",37.81,-88.44
"62931",37.46,-88.28
"62932",37.91,-89.23
"62933",37.77,-89.02
"62934",37.72,-88.34
"62935",37.82,-88.62
"62938",37.36,-88.48
"62939",37.57,-88.96
"62940",37.74,-89.44
"62941",37.25,-89.00
"62942",37.63,-89.49
"62943",37.37,-88.75
"62944",37.33,-88.56
"62946",37.72,-88.54
"62947",37.56,-88.44
"62948",37.80,-89.02
"62949",37.83,-89.14
"62950",37.74,-89.54
"62951",37.82,-88.92
"62952",37.44,-89.29
"62953",37.20,-88.84
"62954",37.69,-88.24
"62955",37.50,-88.23
"62956",37.29,-88.97
"62957",37.30,-89.45
"62958",37.68,-89.25
"62959",37.72,-88.92
"62960",37.17,-88.72
"62961",37.34,-89.25
"62962",37.10,-89.34
"62963",37.08,-89.16
"62964",37.11,-89.20
"62965",37.80,-88.54
"62966",37.76,-89.33
"62967",37.57,-88.74
"62969",37.16,-89.35
"62970",37.19,-89.09
"62971",37.75,-89.41
"62972",37.53,-88.76
"62973",37.31,-89.08
"62974",37.80,-88.80
"62975",37.65,-89.36
"62976",37.21,-89.19
"62977",37.82,-88.53
"62979",37.80,-88.26
"62982",37.42,-88.34
"62983",37.87,-89.11
"62984",37.71,-88.17
"62985",37.45,-88.80
"62987",37.64,-88.62
"62988",37.23,-89.27
"62990",37.22,-89.45
"62991",37.57,-88.88
"62992",37.27,-89.19
"62993",37.15,-89.32
"62994",37.90,-89.32
"62995",37.42,-88.88
"62996",37.15,-89.18
"62997",37.98,-89.58
"62998",37.51,-89.44
"62999",37.89,-89.05
"63001",38.63,-90.42
"63005",38.63,-90.61
"63006",38.63,-90.42
"63010",38.43,-90.38
"63011",38.60,-90.55
"63012",38.33,-90.41
"63013",38.42,-91.17
"63014",38.64,-91.33
"63015",38.40,-90.78
"63016",38.35,-90.64
"63017",38.64,-90.53
"63019",38.23,-90.38
"63020",38.12,-90.55
"63021",38.57,-90.52
"63022",38.63,-90.42
"63023",38.31,-90.69
"63024",38.63,-90.42
"63025",38.51,-90.63
"63026",38.50,-90.46
"63028",38.18,-90.42
"63030",38.17,-90.71
"63031",38.80,-90.34
"63032",38.63,-90.42
"63033",38.79,-90.28
"63034",38.83,-90.29
"63036",37.99,-90.40
"63037",38.35,-91.29
"63038",38.58,-90.66
"63039",38.50,-90.82
"63040",38.56,-90.63
"63041",38.25,-90.79
"63042",38.78,-90.36
"63043",38.72,-90.44
"63044",38.75,-90.41
"63045",38.76,-90.46
"63047",38.19,-90.47
"63048",38.26,-90.38
"63049",38.47,-90.52
"63050",38.25,-90.57
"63051",38.41,-90.55
"63052",38.40,-90.43
"63053",38.25,-90.51
"63055",38.52,-90.87
"63056",38.45,-91.23
"63057",38.34,-90.40
"63060",38.27,-90.89
"63061",38.26,-90.80
"63065",38.25,-90.51
"63066",38.28,-90.65
"63068",38.57,-91.22
"63069",38.49,-90.74
"63070",38.27,-90.41
"63071",38.14,-90.83
"63072",38.38,-90.80
"63073",38.52,-91.01
"63074",38.72,-90.38
"63077",38.32,-90.97
"63079",38.27,-91.08
"63080",38.23,-91.15
"63084",38.44,-91.02
"63087",37.99,-90.44
"63088",38.55,-90.49
"63089",38.46,-90.88
"63090",38.54,-91.01
"63091",38.38,-91.39
"63099",38.63,-90.42
"63101",38.63,-90.19
"63102",38.63,-90.18
"63103",38.63,-90.21
"63104",38.61,-90.21
"63105",38.64,-90.32
"63106",38.64,-90.20
"63107",38.66,-90.21
"63108",38.64,-90.25
"63109",38.58,-90.29
"63110",38.61,-90.25
"63111",38.56,-90.24
"63112",38.66,-90.28
"63113",38.65,-90.24
"63114",38.70,-90.36
"63115",38.67,-90.23
"63116",38.58,-90.26
"63117",38.62,-90.33
"63118",38.59,-90.23
"63119",38.58,-90.34
"63120",38.69,-90.25
"63121",38.70,-90.30
"63122",38.57,-90.42
"63123",38.54,-90.32
"63124",38.63,-90.37
"63125",38.52,-90.30
"63126",38.54,-90.38
"63127",38.53,-90.40
"63128",38.49,-90.37
"63129",38.45,-90.32
"63130",38.66,-90.32
"63131",38.61,-90.45
"63132",38.67,-90.37
"63133",38.67,-90.30
"63134",38.74,-90.34
"63135",38.74,-90.30
"63136",38.71,-90.27
"63137",38.74,-90.21
"63138",38.80,-90.20
"63139",38.61,-90.29
"63140",38.73,-90.32
"63141",38.65,-90.45
"63143",38.61,-90.32
"63144",38.61,-90.34
"63145",38.63,-90.42
"63146",38.70,-90.46
"63147",38.71,-90.23
"63150",38.65,-90.24
"63151",38.63,-90.42
"63153",38.65,-90.24
"63155",38.65,-90.24
"63156",38.65,-90.24
"63157",38.65,-90.24
"63158",38.65,-90.24
"63160",38.65,-90.24
"63163",38.65,-90.24
"63164",38.65,-90.24
"63166",38.65,-90.24
"63167",38.63,-90.42
"63169",38.65,-90.24
"63171",38.65,-90.24
"63177",38.65,-90.24
"63178",38.65,-90.24
"63179",38.65,-90.24
"63180",38.65,-90.24
"63182",38.65,-90.24
"63188",38.65,-90.24
"63190",38.63,-90.26
"63195",38.65,-90.24
"63196",38.65,-90.24
"63197",38.65,-90.24
"63198",38.63,-90.42
"63199",38.65,-90.24
"63301",38.80,-90.50
"63302",38.58,-90.87
"63303",38.76,-90.54
"63304",38.73,-90.62
"63330",39.25,-90.82
"63332",38.57,-90.88
"63333",39.00,-91.34
"63334",39.33,-91.19
"63336",39.34,-90.93
"63338",38.75,-90.53
"63339",39.32,-91.34
"63341",38.66,-90.83
"63342",38.60,-90.99
"63343",39.15,-90.81
"63344",39.24,-91.00
"63345",39.27,-91.57
"63346",38.75,-90.53
"63347",39.05,-90.77
"63348",38.76,-90.93
"63349",38.97,-91.12
"63350",38.89,-91.37
"63351",38.87,-91.30
"63352",39.25,-91.68
"63353",39.43,-91.06
"63357",38.65,-91.15
"63359",39.10,-91.38
"63361",38.98,-91.50
"63362",38.94,-90.91
"63363",38.90,-91.49
"63364",39.18,-91.30
"63365",38.71,-90.87
"63366",38.82,-90.74
"63367",38.79,-90.78
"63368",38.75,-90.72
"63369",38.93,-90.77
"63370",39.07,-91.23
"63371",39.25,-90.91
"63373",38.92,-90.38
"63376",38.78,-90.62
"63377",39.11,-91.03
"63378",38.77,-91.18
"63379",39.00,-90.96
"63381",38.96,-91.21
"63382",39.29,-91.48
"63383",38.80,-91.17
"63384",39.07,-91.56
"63385",38.80,-90.85
"63386",38.87,-90.23
"63387",39.18,-91.02
